GHG_Grouped,National_Communication_Category,IPCC_Code,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,current
CH4,Agriculture,3J,Agriculture livestock - horses enteric,0.0022509,0.0022275,0.0022032,0.0021474,0.0021573,0.0021843,0.00214155,0.00210375,0.00210285,0.0021285,0.0020196,0.00198405,0.0019908,0.00194625,0.0019431,0.00190755,0.00211005,0.0019566,0.00198,0.00201375,0.00202725,0.00200115,0.0020052,0.00200565,0.00196425,0.0018513,0.0020295,0.00177705
CH4,Agriculture,3J,Agriculture livestock - horses wastes,0.0002148892121,0.0002138424621,0.0002127177121,0.0002088629621,0.0002107022121,0.0002140234621,0.0002112997121,0.0002090049621,0.0002099082121,0.0002131124621,0.0002046557121,0.0002015747121,0.0002021597121,0.0001982987121,0.0001980257121,0.000194947186,0.0002125234629,0.0001992070118,0.0002012447738,0.0002041736518,0.0002053488671,0.0002030846606,0.0002034376665,0.0002034788061,0.0001998839861,0.0001900767995,0.000205545338,0.0001836293631
CH4,Agriculture,3J,Agriculture livestock - other cattle enteric,0.05324885521,0.05554073572,0.05802046381,0.0510681093,0.05213547285,0.05309096045,0.05318582438,0.05174446483,0.05441132394,0.05600197831,0.05553418827,0.05569844685,0.05525025927,0.0318991337,0.03640425329,0.03889775868,0.06189415989,0.06474226807,0.06435314701,0.05920482889,0.05646312442,0.0541188314,0.05125866498,0.05145688089,0.05373961498,0.05094713991,0.05031173658,0.04762585717
CH4,Agriculture,3J,Agriculture livestock - other cattle wastes,0.00623273025,0.006573863762,0.006904908007,0.005956339663,0.006075958052,0.006231199848,0.006240734196,0.005977675759,0.006345113275,0.006493066147,0.006460240245,0.006313786773,0.006255785666,0.003154731171,0.003636024853,0.003815225701,0.006844100176,0.007257520507,0.007251252375,0.006690504943,0.006371540972,0.006091596448,0.005775239352,0.005815230357,0.006140761268,0.005940569999,0.005896017538,0.005477856255
CH4,Agriculture,3J,Agriculture livestock - pigs enteric,0.000223875,0.0002591250281,0.0002877,0.0002377125,0.000230625,0.00024691875,0.0002379,0.00029881875,0.000313725,0.00029191875,0.0002244375,0.00017476875,0.0001807875,0.00009909375,0.000103425,0.00009493125,0.0002100749679,0.000224184375,0.00021256875,0.0002273156287,0.0001994625,0.00013905,0.000135534375,0.00014446875,0.0001441406251,0.0001469625,0.00013575,0.0001366125
CH4,Agriculture,3J,Agriculture livestock - pigs wastes,0.0007482382374,0.0008798067159,0.001001517572,0.0008135714664,0.0007658285465,0.0008197248118,0.0007799088912,0.001003842387,0.001052741195,0.000960487802,0.0007005733815,0.0005292262624,0.0005489378985,0.0002434823042,0.0002523260324,0.0002201610135,0.0006329355015,0.0006794077203,0.0006353672263,0.0006709096339,0.000591414605,0.000371953402,0.0003788521374,0.0003973917398,0.0003968543342,0.0004236255231,0.0003706724041,0.0003686951678
CH4,Agriculture,3J,Agriculture livestock - sheep enteric,0.1669785542,0.1647799832,0.1612725475,0.1636225182,0.1658251586,0.1638494641,0.1573013214,0.1621389699,0.1635876619,0.1643066022,0.1563944545,0.15014858,0.1445451002,0.1284686641,0.128280825,0.127235514,0.1241147542,0.1244514356,0.1207792929,0.1191253642,0.1131208916,0.1144863921,0.1142457005,0.1141301861,0.1135125573,0.1133429655,0.1119041707,0.1143595978
CH4,Agriculture,3J,Agriculture livestock - sheep wastes,0.004254981444,0.004201417639,0.004115549992,0.004180956893,0.00424959147,0.004201306928,0.004042971309,0.004165246217,0.004221158051,0.004247997946,0.004055873298,0.003894905968,0.003767552652,0.003230789863,0.003214005747,0.003190629579,0.003213012332,0.003236606699,0.0031544552,0.003106334674,0.002951776283,0.002976256291,0.002970803238,0.002968548001,0.002953312823,0.002949759901,0.002900935084,0.002964778535
CH4,Agriculture,3J,Agriculture livestock - other poultry wastes,0.0000005872454644,0.0000006123139755,0.000000612522028,0.0000006056052535,0.0000006011480794,0.0000006026378586,0.000001111874206,0.000001049495772,0.000001068404162,0.000001039804954,0.0000009606222754,0.0000008773112699,0.0000009690927508,0.000001012003397,0.0000008917071851,0.0000009996388307,0.0000009892114015,0.0000009350269795,0.00000102314762,0.0000009105163839,0.0000009291482156,0.0000009331499523,0.000001042265908,0.00000106140682,0.00000105131698,0.000001173177088,0.000001119936439,0.00000114043586
CH4,Agriculture,3F5,Field burning,0.00196064884,0.005106478401,0.005047678611,0.004009965257,,,,,,,,,,,,,,,,,,,,,,,,
CH4,Agriculture,3F12,Field burning,0.01352891174,0.0135790043,0.01573914537,,,,,,,,,,,,,,,,,,,,,,,,,
CH4,Agriculture,3F11,Field burning,0.1698490625,0.1440223837,0.09666093022,,,,,,,,,,,,,,,,,,,,,,,,,
CH4,Agriculture,3F14,Field burning,0.001232047656,0.001382680948,0.002583274628,,,,,,,,,,,,,,,,,,,,,,,,,
CH4,Agriculture,3A1a,Enteric,7.008073454,6.809711602,6.689129631,6.670739804,6.801567615,6.573220875,6.650042422,6.479357626,6.389440547,6.493058255,6.230471091,6.155359708,6.154141736,6.104834884,6.011021887,5.675974702,5.601797922,5.641066162,5.478993707,5.360369972,5.422081889,5.398248135,5.343505224,5.396724876,5.715609321,5.83378893,5.744041285,5.831643026
CH4,Agriculture,3A1b,Enteric,12.87320574,12.76065402,12.80260675,12.74352683,12.80697624,12.84966179,13.10497483,12.82581371,12.79406728,12.67221589,12.40431554,11.73809157,11.41648833,11.73559014,11.96477471,12.19296128,11.97633439,11.68482293,11.39954428,11.33623335,11.43342467,11.25419897,11.17244452,11.05429715,10.96441684,10.94554953,11.06199584,10.93933246
CH4,Agriculture,3B13,Excreta,0.002306523839,0.002568860106,0.002770157647,0.003085197822,0.003218247204,0.003264193145,0.003503541768,0.003926046286,0.004017662287,0.004050913118,0.003968845455,0.004099644499,0.004292498124,0.004129142983,0.004393491902,0.004233699348,0.004437034994,0.004697491323,0.004856318374,0.005478605721,0.005237732006,0.005255799153,0.005264125452,0.005625284621,0.005381496558,0.005368703606,0.005523292937,0.005607321309
CH4,Agriculture,3B13,Managed Manure,1.088065742,1.106098059,1.104525322,1.122723484,1.124275671,1.083061904,1.075076334,1.139990144,1.147828452,1.018120244,0.8990385255,0.8047582481,0.7627121513,0.6844892598,0.6954172862,0.6522721254,0.6583595317,0.6386516562,0.6158074706,0.6094330264,0.5767021202,0.5728900403,0.578385601,0.6280129175,0.6216250979,0.6116466216,0.6269070466,0.6401363859
CH4,Agriculture,3B14,Excreta,0.0005056636988,0.0005353080178,0.0005499263924,0.0005762947363,0.0006091576972,0.0006475394181,0.0007024283592,0.0007493088823,0.0007228953905,0.000708772361,0.0007667250372,0.0009233669588,0.001048075806,0.001241455799,0.001489091953,0.001546385248,0.001577499941,0.0014583748,0.001561722156,0.001601100176,0.001678898768,0.001674439517,0.001608070645,0.001622947203,0.001617334788,0.001625575908,0.001646569695,0.001686960698
CH4,Agriculture,3B14,Managed Manure,0.09202372634,0.09298268659,0.09230120998,0.09586983262,0.09544412008,0.09913097419,0.1087735154,0.1210239535,0.1097014337,0.1056264536,0.1035622924,0.107606852,0.1038006934,0.09973890908,0.1053035259,0.09978483157,0.1020589869,0.08891873519,0.08978411462,0.0892567863,0.08881063616,0.08788345356,0.08524354921,0.08754486263,0.08678060379,0.08904120284,0.08932828791,0.09488664193
CH4,Agriculture,3B14,Wastes,0.02280032726,0.02373434542,0.0246468407,0.02551214115,0.02629009941,0.02711525799,0.03117232139,0.03520851753,0.03922312048,0.03947769773,0.03969072413,0.03990766586,0.04021810596,0.04040451031,0.04065036891,0.04089571379,0.04082348249,0.04069278766,0.04060006063,0.04052723163,0.04039330125,0.04005110872,0.03969903445,0.03934652667,0.03899974214,0.03863918087,0.03807551101,0.03771149276
CH4,Agriculture,3B11a,Excreta,0.05820522474,0.05603730897,0.05491137596,0.05429601625,0.05481757785,0.05256382502,0.05295531802,0.05128529425,0.04995581786,0.05037201386,0.04765213236,0.0462939275,0.04509762973,0.04339385312,0.04154195329,0.03822791691,0.03568730783,0.03393736824,0.03112988052,0.028787105,0.02778335275,0.02653300856,0.02506204879,0.02494199214,0.02695501485,0.02734409195,0.02614187909,0.02677999009
CH4,Agriculture,3B11a,Managed Manure,1.440480569,1.406829571,1.399988794,1.411446582,1.453863246,1.417270652,1.453288279,1.430623884,1.428460399,1.477608818,1.426364595,1.439944588,1.468302092,1.482733497,1.491441813,1.42891138,1.443047379,1.50271035,1.494932133,1.491300004,1.541578763,1.566472555,1.566655672,1.595961175,1.703165121,1.732161811,1.70818876,1.743190462
CH4,Agriculture,3B12,Excreta,0.1122604297,0.1121993412,0.1152331187,0.1149802485,0.1103387826,0.1093858585,0.1075955279,0.11116772,0.1145187638,0.113676235,0.1100143298,0.09810500094,0.09625916099,0.09559756195,0.09672835745,0.09485486154,0.09036750395,0.09217026627,0.08549181697,0.08419195547,0.08378398562,0.08671917339,0.08846075416,0.08801425114,0.09275340229,0.09340867421,0.09178424955,0.09439817957
CH4,Agriculture,3B12,Managed Manure,0.01779463888,0.01761115864,0.01810192814,0.01860637455,0.01791381011,0.01755044308,0.01733748623,0.01814730077,0.01848859384,0.01833082277,0.01759735541,0.01550040519,0.01526384364,0.01490337528,0.01498668246,0.0145310538,0.01386019912,0.0139893837,0.01293892453,0.01281037098,0.01285839271,0.01325033755,0.01362114548,0.01357052203,0.01426993473,0.01437557789,0.01395885303,0.01428039935
CH4,Agriculture,3B11b,Excreta,0.08192307433,0.08061786241,0.08128749153,0.08108589651,0.08133328049,0.08103529495,0.08173778645,0.08173051159,0.08201018547,0.08126047226,0.07944431305,0.07392957395,0.07200623301,0.07348011188,0.07476384629,0.07591554386,0.0759689614,0.07417053248,0.07264173586,0.07214790463,0.072253283,0.07146770923,0.07099046031,0.06993515562,0.07064541834,0.07085280725,0.07117029602,0.07030315296
CH4,Agriculture,3B11b,Managed Manure,1.816164178,1.806592475,1.811579187,1.800369517,1.808791584,1.822437859,1.870271056,1.821238764,1.812875844,1.796954438,1.760717768,1.678887651,1.633895378,1.687551516,1.724211348,1.722488562,1.677552197,1.640297571,1.591285436,1.584541387,1.603376034,1.575187184,1.558434516,1.545644122,1.524165058,1.509453521,1.527718044,1.497824817
CH4,Business,1A2a,Blast furnaces,0.0005677926655,0.0005453279094,0.0005021069574,0.0005510031307,0.0006062763829,0.0006096785763,0.0006414809848,0.0006375718479,0.0006299651282,0.0006135460758,0.0005977896943,0.0005001224403,0.0004225901997,0.000524577731,0.0005165096722,0.000509683898,0.0005146515816,0.0005247549254,0.0004881950135,0.0003654451928,0.0003445626028,0.0003163987452,0.0003407152364,0.0004362608713,0.0004564421509,0.0004218523421,0.0003097350274,0.0003065881616
CH4,Business,1A2a,Iron and steel - combustion plant,0.005004794716,0.004796140881,0.004851453166,0.005268151448,0.004660238556,0.00420510407,0.003828313345,0.004080903875,0.00418960873,0.004570251259,0.003191775482,0.00313438672,0.002798338527,0.00259855689,0.002572073121,0.002489859235,0.002534583484,0.003027939745,0.002701151649,0.002303196741,0.002135905019,0.00188989348,0.001919679388,0.002067266729,0.002060849864,0.001893966467,0.001399203533,0.001297351103
CH4,Business,1A2b,Autogeneration - exported to grid,0.0002642117179,0.0002575549847,0.0002694748849,0.0004812131714,0.0004232406623,0.0002945161998,0.0003385788727,0.000322349154,0.0002473000329,0.0002084948086,0.000212427071,0.0002910945484,0.0002284383742,0.0003318941124,0.000264137168,0.0002204675944,0.0002632767959,0.0003392790191,0.0004049544708,0.000442086295,0.0003661143842,0.0003594613025,0.0003120879689,0.000008587070266,0.000004813853545,0.000005460304676,0.000004522191305,0.000006061393068
CH4,Business,1A2b,Autogenerators,0.0006987282821,0.0007470624585,0.0007080621407,0.0008807431878,0.0007783144729,0.0007880946518,0.001015736618,0.000967047462,0.001006004407,0.0008033144595,0.000699432929,0.0007467620516,0.0007772243258,0.0006598658876,0.000669363257,0.0007129569306,0.0006926457541,0.0006153274309,0.0005909277939,0.0004832069287,0.0004675300704,0.0004585725829,0.0003662831699,0.00001248238929,0.000007081575997,0.000006826902253,0.000005703587763,0.000008038211369
CH4,Business,1A2b,Non-Ferrous Metal (combustion),0.001017996834,0.002520072465,0.002326307802,0.002472811773,0.002344976958,0.002007203258,0.001762576063,0.001200889545,0.001171652352,0.001518979783,0.001009453974,0.001058077676,0.00121286294,0.0009168744172,0.000660238974,0.000729681871,0.0008657272194,0.0006790544695,0.0005525650778,0.0004823988519,0.0004664400245,0.0004456400125,0.00044275738,0.0004374421579,0.0004533458985,0.0005105947731,0.0004819812495,0.0004747745521
CH4,Business,1A2c,Chemicals (combustion),0.01391767705,0.0145990028,0.01455897131,0.01413240179,0.01411020025,0.01139331346,0.009634734996,0.008568047604,0.007241439186,0.006755676792,0.00640981783,0.007078198456,0.00664712714,0.00663324198,0.00646138262,0.006315426424,0.006090048078,0.006050021926,0.006115505836,0.005139666194,0.005362470843,0.005303790243,0.004387130227,0.003975147464,0.003332041048,0.002675226357,0.002677571473,0.002755054337
CH4,Business,1A2d,"Pulp, Paper and Print (combustion)",0.006234873982,0.007308311868,0.008065251564,0.008040659031,0.007384193852,0.004919989039,0.002979016535,0.0025935363,0.001789142674,0.00200623364,0.002828515497,0.002784865381,0.002628484829,0.002516752498,0.002373579227,0.00268022343,0.002539450871,0.002475332144,0.002287208939,0.001934048082,0.001889054379,0.001813229257,0.001875821976,0.001974917944,0.002066822287,0.00140390548,0.001375762769,0.001214948303
CH4,Business,1A2e,"Food & drink, tobacco (combustion)",0.007598553635,0.008291177708,0.00852937213,0.008186513938,0.007740947375,0.00672111055,0.0054825102,0.005098169861,0.004046395505,0.004062885531,0.003808208473,0.003886617564,0.003283242358,0.003132314713,0.003063104683,0.002800715951,0.00258544614,0.002621489193,0.002554532745,0.002418781557,0.00255851441,0.002548711103,0.002506970827,0.002623642064,0.002618127742,0.002311115477,0.002210410396,0.002312024095
CH4,Business,1A2f,Cement production - combustion,0.01514509474,0.01218759561,0.01084265223,0.01049131562,0.01173177379,0.01127655439,0.01127021311,0.0111832604,0.01077576634,0.01001572401,0.009655684488,0.01000152705,0.01022070529,0.01073453406,0.01049683191,0.009793072128,0.009333421795,0.01156526592,0.01108191274,0.008114569828,0.008477045428,0.009147529972,0.008196271145,0.009151098371,0.009661118199,0.009768163228,0.01007613249,0.00981449836
CH4,Business,1A2f,Lime production - non decarbonising,0.001120995527,0.0009366956199,0.0003670248209,0.0003689078795,0.000360873472,0.0003839471954,0.0004372389579,0.0004533891398,0.000449471287,0.0004194787771,0.0004073413782,0.0003641162061,0.0003744527438,0.0004042684106,0.0004298236108,0.0004401699971,0.0004691069972,0.0006046503467,0.0006136856614,0.0004623819881,0.0006804785063,0.0005930323266,0.0003641553077,0.0004248992221,0.0005415527343,0.0005047250376,0.0003262137626,0.0004441250837
CH4,Business,1A2f,Other industrial combustion,,,,,,,,,,,,,,,,,,,,,0.0000175788,0.000224694,0.0005097396,0.000583794,0.000345845448,0.0002909964,0.000080831016,0.0001118112
CH4,Business,1A2gvii,Industrial off-road mobile machinery,0.02341696235,0.02224489333,0.02222047523,0.02253791059,0.02358788909,0.02395416066,0.02396069883,0.02396887758,0.02397187275,0.02396325602,0.02396113732,0.02398927739,0.02401554116,0.02403795321,0.02610707066,0.02547526863,0.02598455547,0.02671812196,0.02517998782,0.02125624428,0.02272548193,0.02184265951,0.02107732867,0.01958817121,0.02121206467,0.02300765405,0.02390272519,0.02527477091
CH4,Business,1A2gviii,Autogeneration - exported to grid,0.00008601486833,0.00008313129609,0.00008675326304,0.0001842330491,0.0001805878359,0.0004134966094,0.0004145005713,0.0004833747379,0.0004610977699,0.0005160474159,0.0006873150533,0.000689028416,0.0005812515276,0.0009221205735,0.0007258721929,0.0005784345473,0.000598822026,0.0008481257494,0.0008549702173,0.0009744646982,0.0008463381773,0.0008158670832,0.0008851815485,0.0007026778978,0.0006237497556,0.0006756231278,0.0006864905026,0.0007131255916
CH4,Business,1A2gviii,Autogenerators,0.0002274729587,0.0002411301436,0.0002279496331,0.0003371936027,0.0003320903184,0.001106473826,0.001243501714,0.001450124214,0.001875723117,0.001988290997,0.002263039163,0.001767605324,0.001977613561,0.001833343491,0.001839469162,0.00187056479,0.001575420015,0.001538188362,0.00124761103,0.001065104481,0.00108077848,0.00104081934,0.001038896516,0.001021430918,0.0009175873873,0.0008447171592,0.0008658321964,0.0009456991444
CH4,Business,1A2gviii,Other industrial combustion,0.04136922829,0.04487301497,0.04652855884,0.03727176405,0.04325491555,0.04499111242,0.04202200171,0.04141807792,0.03854656214,0.03783092035,0.03457678168,0.03249946294,0.03159749158,0.03465643816,0.03821574905,0.03402140058,0.03456620463,0.03092500188,0.03216850291,0.03656877565,0.04486074065,0.04551756787,0.04427814797,0.0500694381,0.06059357865,0.06446185348,0.06868409402,0.07833428707
CH4,Business,1A4ai,Miscellaneous industrial/commercial combustion,0.02835797172,0.03249940887,0.02958530752,0.03156559484,0.03064063211,0.03120149699,0.03292498768,0.02854628136,0.03030409176,0.0312887916,0.03167035795,0.03176292218,0.02649505933,0.02814355758,0.02724222499,0.02757827573,0.02493088606,0.02379792153,0.02970524505,0.02392561857,0.02578138381,0.02259398714,0.02569952024,0.02661315891,0.02312600608,0.02523632056,0.02632390339,0.02562471407
CH4,Business,2B1,Ammonia production - combustion,0.0002561092089,0.0002558531424,0.0002623997541,0.000262132567,0.0002618664064,0.0002615537846,0.0002612425729,0.0001930168175,0.000222812236,0.0002577895554,0.0002740913678,0.0002932400748,0.0002960791369,0.0002815413908,0.0002397249144,0.0002585566115,0.0002039137731,0.0002721514418,0.0002784112674,0.000201479906,0.0002280505565,0.0001852136315,0.0002586691595,0.0002298587602,0.0002384992139,0.0002532840983,0.0002332168731,0.0002800053928
CH4,Business,2B8g,Chemicals (combustion),0.001536304282,0.001751286319,0.001720519811,0.001706578176,0.001826664772,0.001844785108,0.001842309002,0.001765263921,0.001808294861,0.001925177888,0.001584081946,0.001490456836,0.001402745338,0.001594543078,0.001672248257,0.001580468859,0.001614772247,0.001538372827,0.001396687968,0.001368911237,0.001454297961,0.001454704636,0.001482677412,0.001330789141,0.001052602664,0.001188252398,0.001249989319,0.001269263686
CH4,Business,5C2.2b,Accidental fires - other buildings,0.01651232375,0.014026025,0.01389197875,0.012908935,0.012608895,0.015379585,0.01323859875,0.0114958675,0.01036631375,0.0116785825,0.0102079575,0.01163394375,0.01222841913,0.01418173575,0.01087658644,0.01022738958,0.01086860548,0.01027861575,0.009100120356,0.006970529545,0.003624733486,0.003744826913,0.003561575103,0.00285669019,0.00273052319,0.002842063591,0.002834261083,0.002762265212
CH4,Energy Supply,1A1ai,Autogenerators,,,,,,,0.0000002790041158,0.0000002783767353,0.0000002741465978,0.0000002741465978,0.0000002741465978,0.0000002741465978,0.0000002741465978,0.000003168418941,0.0000046480164,0.000004406195857,0.00000550166688,0.000006592314323,0.000006796961409,0.0000154952018,0.0000412170399,0.00008335819942,0.0001683810919,0.0002404072531,0.0003603605546,0.0005770628651,0.0009073056688,0.001056281655
CH4,Energy Supply,1A1ai,Miscellaneous industrial/commercial combustion,0.01607689744,0.01703206837,0.01780051453,0.01811758919,0.01996056026,0.02203063002,0.02094828967,0.01355292123,0.01430796918,0.01533035611,0.0222795873,0.02356927616,0.02775295106,0.03322668506,0.03290748506,0.03549468506,0.03201062756,0.03766177796,0.04077403932,0.03864174524,0.03642310354,0.04076605231,0.03815934764,0.04030247053,0.03980473303,0.0449294788,0.04694071285,0.05771345392
CH4,Energy Supply,1A1ai,Power stations,0.07158923952,0.06754366925,0.06411162668,0.06286192388,0.0661632435,0.06836842841,0.06886436779,0.06626849075,0.07092426333,0.0708640936,0.07430164347,0.08037021978,0.07970536593,0.08303544954,0.08404318532,0.1003793484,0.1027711766,0.1007666838,0.1069793854,0.1028960846,0.1087058572,0.1070150292,0.117514346,0.1307300573,0.1482882059,0.1802707722,0.1863763367,0.188896346
CH4,Energy Supply,1A1ai,Public sector combustion,0.0001647755579,0.0002071600222,0.0002071600222,0.0001619181782,0.0002481157967,0.0002785945126,0.0002785945126,0.0002771658228,0.0002576403954,0.0002581166253,0.0002299238131,0.0002350670964,0.0002544496548,0.0002501635854,0.0002501635854,0.0002519732591,0.0002102078938,0.0002356385723,0.0002368291472,0.0002426391524,0.000275022788,0.0003063110948,0.0003035013382,0.0003253126693,0.0003226457816,0.0001178192862,0.0001211052727,0.0001377733205
CH4,Energy Supply,1A1b,Refineries - combustion,0.0127971518,0.01355359793,0.01385535598,0.01443048647,0.01423344275,0.01447252466,0.01465538803,0.01466897562,0.01426794273,0.01250037205,0.01150126575,0.01173677747,0.01337776024,0.0132564518,0.01249713695,0.01340169762,0.01143264682,0.01109517683,0.01044111302,0.009697569659,0.01006795808,0.01036978668,0.009650229052,0.008669232811,0.007700477168,0.007995293179,0.007897910907,0.007797855037
CH4,Energy Supply,1A1ci,Coke production,0.0005979225943,0.0005452486058,0.000477638113,0.0004378466874,0.0004547922625,0.000434735522,0.0005054849452,0.0005001791435,0.0005581622408,0.0005255011835,0.0005455417231,0.0004408999725,0.0003912573467,0.000400340966,0.0003768901325,0.0003753565548,0.0003946271086,0.0004050779395,0.0004092274207,0.0003599980433,0.0003779354172,0.0003689551009,0.0003689662804,0.0003620685477,0.0003650923306,0.0003151293664,0.0001834067968,0.0001759152396
CH4,Energy Supply,1A1ci,Solid smokeless fuel production,,,,,,,,0.00001341,0.000020115,0.0000149,0.000027565,0.00002384,0.000012665,,,,,,,,,,,,,,,
CH4,Energy Supply,1A1cii,Upstream Gas Production - fuel combustion,0.03296841409,0.03427271645,0.03645212974,0.03850559566,0.04568712466,0.04662720793,0.05289972387,0.05518004462,0.05884369072,0.07753411786,0.05503604798,0.07522331201,0.09872578819,0.0824554215,0.09305172073,0.09702830793,0.05923519258,0.05295270207,0.05842278066,0.06607804644,0.08281794014,0.05887660541,0.04568894995,0.02702456655,0.02994646708,0.03509301993,0.03012931823,0.05253645572
CH4,Energy Supply,1A1cii,Upstream oil and gas production - combustion at gas separation plant,0.009508077043,0.01036396284,0.010415594,0.01126353655,0.01665700715,0.01469899463,0.0111886314,0.009751726454,0.009826712971,0.009063684302,0.008653324903,0.01130573501,0.007158060915,0.01027347318,0.009362638789,0.007942569194,0.006650458732,0.008796843374,0.008282268504,0.008726962185,0.006605972423,0.006432961703,0.005624543934,0.005566699981,0.004882261208,0.004870179961,0.008117610123,0.008039911604
CH4,Energy Supply,1A1cii,Upstream Oil Production - fuel combustion,0.05982667201,0.06215200716,0.06608149978,0.06980126082,0.08290089622,0.08460683804,0.09581956926,0.09988683346,0.1064825551,0.1091025628,0.1129181367,0.1085417228,0.1065608431,0.1006703268,0.09961045279,0.08103389244,0.07946396697,0.08781275633,0.0771972774,0.08161344787,0.0679080309,0.0616115863,0.055946842,0.05470564177,0.04948890283,0.05475860018,0.06703802973,0.06413259584
CH4,Energy Supply,1A1ciii,Collieries - combustion,0.0001615366617,0.0001682738019,0.0001779403242,0.0001110666686,0.00009274005022,0.00006813588426,0.00006249063348,0.00004748472395,0.00003275721306,0.00003490444861,0.00003872572282,0.00005802689746,0.00005510977309,0.00007233386943,0.00006602843181,0.00006093335874,0.00005994925677,0.00005810169357,0.00006783900842,0.00006564130076,0.00007454063197,0.00006061073873,0.0000518731749,0.00004050949184,0.00003913289647,0.0000341888042,0.00004116411086,0.00004489761318
CH4,Energy Supply,1A1ciii,Gas production,0.000279972717,0.0003415280526,0.0003175322765,0.0003221658602,0.000334090137,0.0003635305436,0.0004826715023,0.0004466077574,0.0005636562528,0.0006945751117,0.0007420323926,0.0007316082958,0.0007293456761,0.000775906212,0.0006145107907,0.0006897767802,0.0006237339433,0.0005313030294,0.0005757512268,0.0005633363408,0.0008061696007,0.0007112374138,0.0005161629117,0.0004937404741,0.0004820740318,0.0005524959985,0.000562928471,0.0005750187066
CH4,Energy Supply,1A1ciii,Nuclear fuel production,0.00003418394393,0.0000401782848,0.00004115034008,0.00004576760265,0.00004455253355,0.00003782915122,0.00007079802605,0.00007476725176,,,,,,,,,,,,,,,,,,,,
CH4,Energy Supply,1B1a1i,Deep-mined coal,18.23128568,18.694404,18.05831046,16.52292122,10.36335513,11.46365918,10.75700775,10.10870967,8.589782654,7.02573102,6.000815745,5.449321817,5.518124241,4.589822613,4.282003604,2.95079245,2.437561721,1.918319072,1.933731662,1.982710077,1.783829044,1.651677186,1.716487952,1.030995499,1.041523228,0.7911665853,0.007330389586,0.006756303771
CH4,Energy Supply,1B1a1ii,Coal storage and transport,2.105231996,2.118458464,1.90022175,1.457135089,0.9199037025,1.015088063,0.9305599613,0.8744774288,0.7430791163,0.60321933,0.4963542857,0.5009513592,0.4733622764,0.4514614988,0.3622071879,0.2761801063,0.2727424954,0.2216121198,0.2337931229,0.2171594145,0.2134269106,0.2111678528,0.1776940522,0.1180772272,0.1064214729,0.08039054484,0.0006290198941,0.0005797576558
CH4,Energy Supply,1B1a1iii,Closed Coal Mines,1.279888094,1.418199709,2.091915645,2.546444739,2.286054172,2.393276132,2.065194854,2.182845477,1.88106048,1.619997714,1.454151253,1.086918516,0.9351871495,0.6491454974,0.4543292255,0.5180617528,0.6819224142,0.5886432681,0.5608436067,0.4324104911,0.4363169199,0.4617128555,0.4532496066,0.452230808,0.4378404252,0.4414659641,0.4475143369,0.4414025239
CH4,Energy Supply,1B1a2i,Open-cast coal,0.1925320781,0.1978619063,0.1930947891,0.1805558906,0.1784112188,0.1737927422,0.1732194141,0.1773070313,0.1519850391,0.1621775391,0.1423983133,0.150404607,0.1395924986,0.1287440156,0.1273288932,0.1108949946,0.09167687655,0.0941356473,0.1009541902,0.1046211078,0.1106967293,0.1123272474,0.107589467,0.09113710928,0.08453933676,0.06173141681,0.04412519072,0.03207440565
CH4,Energy Supply,1B1b,Charcoal production,0.0001003,0.0000877625,0.0003385125,0.00604455,0.011736575,0.002886575,0.0000656375,0.005529775,0.0037516625,0.0037501875,0.0037708375,0.0037701,0.003768625,0.00376715,0.003765675,0.0037649375,0.0037634625,0.0037619875,0.00376125,0.003759775,0.003759775,0.0037590375,0.0037590375,0.0037590375,0.0037590375,0.003759775,0.0037649375,0.0037649375
CH4,Energy Supply,1B1b,Coke production,0.01545888807,0.01436771964,0.01309402119,0.01222349344,0.01244012246,0.0124922739,0.01248023895,0.01250230302,0.01246619818,0.01177418879,0.01244814576,0.01106412698,0.009144964292,0.009228797719,0.008697254273,0.008753846601,0.009285063097,0.008979377476,0.008743342099,0.007497648685,0.008068780914,0.00812868331,0.007507541468,0.007622706502,0.007285861087,0.005484360917,0.002703379019,0.002765659879
CH4,Energy Supply,1B1b,Iron and steel - flaring,0.00007565830243,0.00003070074585,0.00002211425756,0.0000375861374,0.00002179023914,0.00002454439576,0.00002397736351,0.00001636293051,0.00002713654316,0.00001401379692,0.0000263264971,0.00001871206409,0.00003132796024,0.00003701910515,0.00006342660686,0.00003574734879,0.00003912389933,0.00003608506095,0.00003342609359,0.000006291267768,0.00005000880503,0.00006139485366,0.00001552284949,0.00003151940243,0.00005524351986,0.00006222267098,0.0000164781816,0.00001466147853
CH4,Energy Supply,1B1b,Solid smokeless fuel production,0.002284633906,0.002402977541,0.002118150487,0.002228470825,0.002074022352,0.001686898257,0.001729020568,0.001486315825,0.001235587784,0.001273698446,0.001077127663,0.0009768364463,0.0008635095517,0.0007862831354,0.0006378521354,0.0005166000549,0.0005223587765,0.0004549835186,0.0006057551637,0.0006074511541,0.0006373031985,0.0005805821,0.0005166682329,0.0006735086313,0.0005497025348,0.0004629973283,0.0004917340513,0.0004034862055
